"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sri Lanka","LKA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.78","9.220833333","6.003333333","5.073333333","5.636666667","6.801666667","9.08","10.88916667","10.61083333","6.899166667","6.433333333","8.666275906","10.23083333","7.4975","5.986666667","7.095","9.0025","8.853249562","8.71462419","","","","","",
"Lower middle income","LMC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","7.5","","","","9.9","13.88888889","10.04166667","7","9.583333333","12.81666667","13","13","10.60833333","8.0625","8.425","13.34166667","12.73333333","11.8125","10.73333333","7.454166667","4.916666667","4.833333333","5.1875","5.161666667","4.241666667","4.216666667","4.543333333","6.458333333","7.641666667","4.85","3.683333333","2.695","2.85","2.85","2.725","2.334166667","1.106666667","1.2175","1.393958333","1.649692982","1.911600877","1.661929825","1.651167763","2.435383772","2.460219298",
"Late-demographic dividend","LTE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","9.166666667","3.916666667","3.5","3.5","4.5625","7.041666667","7.125","5.875","3.5","2.75","4.208333333","5.933583333","5.229825","6.219875","7.003191667","5.299383333","5.333516667","2.587","0.631057618","0.322883333","0.12410154","1.579012811","2.847140318","2.851144836","1.099018495","0.0285460509504367","0.0175646048257513","0.0526984334519327","0.0628071923917909","0.0445908630339258","0.0504266694869003","0.0391956639002561","0.0382758519971497","0.0455213180596343","0.104689231","0.240615737","0.207810567","0.164187467","0.257614815","0.63519919","0.660810767",
"St. Martin (French part)","MAF","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","4.5","4.5","4.875","6","6.375","6.5","6.5","8","8.5","8.5","8.5","8.5","8.5","8.5","","","6.941666667","","","7.98","7.260833333","6.3875","5.158333333","5.038333333","4.544166667","3.779166667","3.605","3.523333333","3.666666667","3.669166667","3.914166667","3.809166667","3.694166667","3.756666667","3.834166667","3.914166667","3.8925","3.801666667","3.4625","3.1225","3.089166667","3.011666667","2.865833333","2.568333333","2.4775","2.786666667","2.849166667",
"Monaco","MCO","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","25.425","23.46666667","21.675","27.54166667","24.86666667","20.93333333","14.2","12.55083333","15.115","13.215","11.88","15.01","17.93416667","14.9425","7.669166667","7.572866801","7.631947966","7.228333333","5.716666667","11.97070893","10.72601544","5.772605024","4.490833333","4.604166667","3.829166667","3.455","9.315833333","6.966796518","3.33575208",
"Madagascar","MDG","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.75","20.5","20.5","20.5","20","19.5","17.625","19.4375","14.41","8.25","11.0825","15.0825","13.275","12","11.765","12.5975","16.375","19.8","16.5","13.25","11.3875","10.29166667","10.65","10.4","10.14583333","10.95416667","14.66666667","15","15","12.75","13","13.1875","13.75","13.375","13","",
"Maldives","MDV","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.125821538","4.125821538","4.125821538","4.125821538","4.202927885","4.171326923","4.228208654","4.550538462","4.550538462","3.9438","3.9438","3.9438","3.9438","3.9438","3.9438","4.049425","4.173323546","3.730764005","3.806529722","4.138889292","4.117083216","3.784068183","3.573889757","3.658947377","3.473399063","3.718778189","3.690305818","3.727753313","3.996614946","3.720481673",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","9.94","10.06666667","10.97166667","15.56916667","22.41583333","28.10166667","41.0525","59.9075","51.35666667","57.74416667","78.43333333","94.95916667","55.22416667","33.37166667","30.40416667","17.965","15.88166667","16.68583333","15.02916667","39.8225","26.40416667","16.36333333","15.45416667","11.60166667","8.256666667","6.234166667","3.7575","3.085833333","2.695","3.456666667","3.296666667","3.205","3.0425","2.010833333","1.2125","0.955833333","1.081666667","1.331666667","0.84","0.589166667","1.2875","2.695833333","3.270833333","3.526666667","1.463333333","0.645","2.573333333","4.769166667","4.545",
"Marshall Islands","MHL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.497147945","4.713765016","5.029784364","6.185329152","7.772694326","7.466873949","6.085823019","5.169221826","4.441722102","3.711243564","2.900285454","2.503124984","2.215485671","2.039763816","1.873126008","1.474363364","1.185440818","1.070121618","1.813955977","2.412923997",
"Mali","MLI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6075","7.821666667","7.813333333","8.124166667","8.579166667","8.386666667","8.500833333","7.9925","7.654166667","7.258333333","6.998333333","6.925","","","","","","","","",
"Malta","MLT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","0.75","0.75","0.875","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","5.875","9","9","9","9","9.75","12.5","12.5","12.5","11","9.75","9.5","9.5","9.5","9.5","9.5","11.375","12","12","12","12","11.33333333","8","8","8","8","8","8","8","8","5.833333333","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.245","4.8575","4.865208333","4.84375","5.0590625","4.963333333","3.822316667","3.811666667","3.699525","3.132141667","3.262583333","2.911708333","2.139366667","1.458083333","1.065266667","0.879166667","0.608216667","0.46045","0.40455","0.371358333","0.288341667","0.267766667","0.249233333",
"Mongolia","MNG","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","280.2","115.7083333","74.61666667","44.75","36.37083333","33.30666667","23.4175","16.8","14.3","13.21666667","14.01666667","14.15","13","13.00666667","13.45916667","11.39166667","13.28211918","11.85897858","10.47421065","11.27378269","12.04568609","12.31495612","12.9787417","13.27166515","12.95585814","12.43616331","10.95765246","10.25701967","6.599722795","","","",
"Northern Mariana Islands","MNP","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.38166667","38.83833333","18.14166667","25.4325","8.223333333","7.86","9.695","15.01127778","17.988125","12.14916667","9.904953426","7.801575727","10.36901136","11.85053709","10.9847672","9.522995982","9.684442134","12.98276515","11.4324746","8.795096333","8.578018074","8.531881511","10.75136516","17.09042449","13.55295846","9.055802943","6.78531569","7.015243612","7.787588818","9.339087984","8.242555817",
"Mauritania","MRT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","5.5","5.5","5.5","5.5","5.5","7.166666667","6.583333333","6","6","5","5","5","7.516666667","8.625","9","9","9","9","9","9","9.416666667","8","8","8","8","8","8","8","8","8","8","8","4.0181","3.340436682","4.469166667","4.656596136","5.33396685","5.669202057","","","","","","","",
"Mauritius","MUS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","9.25","9.25","11.14583333","12.0625","10.29166667","9.458333333","9.5","9.375","10","11.0625","12.5625","12.3125","10.065","8.395833333","11.0425","12.22916667","10.77083333","9.083333333","9.281666667","10.91666667","9.614166667","9.781666667","9.875","9.525","8.145833333","7.25","9.55","11.77083333","10.10833333","8.445833333","8.35","7.108333333","6.233333333","6.8125","6.784166667","6.085833333","5.154166667","3.054166667","3.343333333","3.745833333","1.720833333","0.705","1.216666667","4.579166667","4.1375",
"Malawi","MWI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","5","5.083333333","5.5","5.5","5.5","5.5","5","5.416666667","6.375","5.708333333","5.5","5.208333333","5.041666667","5.5","6.229166667","9.6775","9.75","8.020833333","9.5","8.8125","7.083333333","3","3.291666667","4.561666667","5.720833333","7.110833333","7.935","7.025833333","4.8925","5.933333333","7.085","7.776666667","8.513333333","4.124166667","3.3625","3.374166667","3.205","3.066666667","3","3.001666667","3.149166667","3.165833333","3.125833333","2.081666667","2.5025","2.910833333","2.980833333","2.97","3.048107787","3.134487179","3.02803563","2.924518667","3.143443722","2.983390625","1.954976736","1.561721181","1.94905","2.650416667","2.647115459",
"North America","NAC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.77416667","11.36166667","9.611666667","9.180833333","10.84333333","12.56","12.70083333","12.94","10.81583333","7.39","6.794166667","7.809166667","8.755","6.351666667","6.24","6.298333333","7.546666667","8.384166667","6.241666667","4.996666667","4.2825","4.20875","3.9775","4.248333333","4.713333333","5.646592667","5.885196505","5.867142701","5.70527807","4.160729021","2.938250682","3.722238422","5.393209358","5.377089357",
"New Caledonia","NCL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6075","7.821666667","7.813333333","8.124166667","8.579166667","8.386666667","8.500833333","7.9925","7.654166667","7.258333333","6.998333333","6.925","","","","","","","","",
"Nigeria","NGA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","3","3","3.041666667","3","3","3","2.666666667","2.833333333","4.145833333","4.460416666","5.266666666","5.715833333","7.6","7.411666666","8.254166667","9.116666666","9.235","13.0875","12.95","14.675","19.78333333","14.91666667","18.04166667","23.24166667","13.09166667","13.53083333","13.05916667","7.169166667","10.10833333","12.81083333","11.69083333","15.25583333","16.67","14.2175","13.69833961","10.5325","9.751666667","10.28833333","11.8675","12.95833333","6.520833333","5.6925","8.405","7.945","9.3375","9.148333333","7.495200934","9.554486104","9.700712082","8.900516803","4.646627486","4.206848026","5.963357489","7.838559685","",
"Nicaragua","NIC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130591.9696","1928.728338","11.5536774","14.1380526","14.60729406","14.11980995","14.22419844","13.55631481","15.01369973","15.08869729","13.09580955","11.82833333","10.79829886","11.55949166","7.789050658","5.551707097","4.715970471","4.029688324","4.865277384","6.075202459","6.572587152","6.008009698","2.991328292","1.846919177","0.995837711","1.010510547","1.047746747","1.047305629","1.102266955","1.254272543","1.316975352","3.072303358","2.145304113","1.494269086","1.16880893","2.120589883","2.247992195",
"Netherlands","NLD","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05","4.7","4.395833333","3.541666667","3.175","3.104166667","2.741666667","2.8875","3.104166667","2.766666667","2.4875","2.309166667","2.340833333","2.9822","3.8892","4.370833333","2.597516667","2.347175","2.606716667","2.737041667","2.44","","","","","","","","","","","",
"Norway","NOR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19","2.071666667","1.313333333","0.761666667","0.723333333","0.730833333","0.928333333","0.5975","0.301666667","0.883333333","2.394166667","3.259166667",
"Nepal","NPL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.65","8.925","6.583333333","6.241666667","6.375","8.491325","8.48875","7.261291667","6.777225","4.558275","6.359691667","5.349508333","5.332366667","5.097925","5.770116667","6.682733333","6.915116667","7.783991667","7.551441667","4.0398","4.583250809","4.272055849","4.108112301","3.827016471","4.011666667","3.730833333","3.231666667","3.296666667","3.261666667","3.004166667","1.678333333","1.015","2.8175","5.519166667","5.730833333",
"OECD members","OED","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","9.028","9.042","8.4","7.707","7.38975","8.3525","8.28925","7.4595","6.3515","5.03775","3.8025","6.00225","6.44525","6.7005","7.79625","8.136916667","7.67525","6.13075","3.331166667","2.514","2.252083333","2.822416667","3.787666667","4.182416667","3.89575","4.428416667","3.762166667","3.011916667","2.688166667","2.555833333","2.202","1.899","2.557333333","3.444307862","3.57168856","3.876770232","4.034884461","4.151521112","","","",
"Other small states","OSS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.634166667","2.595833333","4.174166667","5.308333333","6.918333333","8.680833333","8.145","8.225833333","7.979166667","7.171666667","7.265","5.9725","4.834166667","4.4775","5.225","9.131990129","7.474534436","5.751531876","","","",
"Panama","PAN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5025","6.5925","7.54","8.493333333","8.4","7.7275","5.6725","5.8975","6.1125","7.175","7.1975","7.031666667","6.7625","6.921666667","7.069166667","6.828333333","4.965","3.975833333","2.234166667","2.695","2.8","","","","","","","","","","","","","","","","","","",
"Peru","PER","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.7840257","1135.594542","2439.562787","170.5443178","59.65025596","44.13854277","22.34712002","15.70214266","14.90045203","15.01468205","15.11444259","16.27411906","13.2916666","9.916666667","4.191666667","3.833333333","2.983333333","3.420796225","4.792945833","4.922488333","5.4469625","4.354455833","2.130379167","3.666266667","3.877933333","3.527825","3.821341667","4.111175","4.914425","4.454583333","3.34155","3.66995","1.860591667","0.696583333","4.821075","","",
"Philippines","PHL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","8.5","8.5","8.5","8.666666667","11.66666667","13.85033333","13.74225","13.58133333","21.17208333","18.91408333","11.25291667","8.2015","11.31541667","14.12633333","19.53775","18.8015","14.2745","9.60575","10.53908333","8.391916667","9.683416667","10.19383333","12.10633333","8.167","8.305083333","8.744166667","4.608","5.220666667","6.1775","5.556","5.294166667","3.696","4.4895","2.741","3.219666667","3.387916667","3.155916667","1.661833333","1.228833333","1.592","1.596166667","1.8785","3.116710036","4.083651942","","","","","",
"Palau","PLW","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","6.288825757","5.357859848","6.253125","7.571306818","6.327272727","6.113068182","5.421022727","5.712121212","5.973011364","5.176609848","3.316875","3.352575758","7.295","7.130833333","4.129166667","8.363333333","8.126666667","8.458333333","5.463333333","3.184166667","4.375","1.725","0.854166667","0.979166667","1.060833333","1.313661021","2.323333333","1.383333333","0.92","0.485833333","0.33","0.331666667","0.425","0.64512054","0.515833333","0.68","0.88","0.893333333","0.45","0.250833333","0.338888889","",
"Poland","POL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.28","18","17.69563636","15.82494545","17.35789091","18.1584","16.61629091","13.47447273","10.21025455","16.19780303","19.74916667","15.72083333","16.22416667","22.86083333","15.83083333","5.108333333","1.661666667","6.72","5.0025","3.0775","1.455833333","1.2125","4.025","3.915833333","4.24","4.306666667","3.5125","3.755833333","3.5925","3.481666667","3.438333333","3.3675","3.424444444","","","",
"West Bank and Gaza","PSE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.075","2.2375","2.97","3.015","0.805","0.403769072","0.29","0.529070554","0.457389672","0.622638419","0.825588478","0.938366374","1.014700058","1.393481268","2.266346602","2.852117571","2.431328544","2.238147286","","","",
"Pacific island small states","PSS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","5","6","6","6","6","6","6","6","6","6","6","6","6","4.75","4.075","4.841666667","6.1875","6.5","6.625","6.5625","6.5","6.5","","","","2.646666667","3.185","4.231666667","4.425","2.965","4.236666667","2.898541918","1.747837986","1.667210057","1.417838796","1.351827604","1.611990162","2.448029428","2.906176311","3.451939492","3.626468921","2.514697967","1.878300165","2.622739242","5.007925","5.202825",
"Romania","ROU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","57","44.725","37.26","55.83333333","37.275","45.86666667","33.10833333","26.86666667","19.23333333","11.02416667","11.53833333","6.415","4.768333333","6.7","9.513333333","11.98666667","7.313333333","6.2975","5.505","4.550833333","3.02","1.888333333","1.113333333","0.887671329","1.304525956","1.785833333","1.928070825","1.580141087","4.185559291","6.436717496","5.533495953",
"Russian Federation","RUS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.76666667","17.05","13.68333333","6.508333333","4.85","4.95","4.475","3.791666667","3.991666667","4.075","5.141666667","5.758333333","8.583333333","6.008333333","4.441666667","5.533333333","5.591666667","6.041666667","9.195833333","6.969166667","5.860833333","5.364166667","5.404166667","3.769166667","3.788333333","7.601666667","7.568333333","",
"Rwanda","RWA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0125","8.37975","8.844666667","8.45275","9.4855","9.979166667","9.648333333","9.165","9.231333333","8.67275","8.203333333","7.62","6.076666667","8.108333333","6.764166667","7.749166667","8.845833333","9.924858595","8.241480797","8.238436665","7.914396812","7.715703787","7.506774143","7.643170357","7.64225","8.05025","7.6635","9.650905414","10.33075",
"South Asia","SAS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6075","7.821666667","7.813333333","8.124166667","8.579166667","8.386666667","8.500833333","7.9925","7.654166667","7.258333333","6.998333333","6.925","","","","","","","","",
"Singapore","SGP","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","4.064166666","4.748333333","6.200833333","9.368333333","10.71","7.214999999","6.31416666666667","6.975","4.99333333333333","3.91083333333333","2.88583333333333","2.7375","3.2125","4.67166666666667","4.63","2.86916666666667","2.30083333333333","3.00166666666667","3.50416666666667","3.41","3.47166666666667","4.60416666666667","1.68333333333333","1.71166666666667","1.52","0.869166666666667","0.5025","0.403333333333333","0.440833333333333","0.57","0.529166666666667","0.419166666666667","0.2925","0.205833333333333","0.168333333333333","0.135833333333333","0.14","0.144166666666667","0.166666666666667","0.19","0.141666666666667","0.156666666666667","0.1975","0.183333333333333","0.121666666666667","","","",
"Solomon Islands","SLB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.288333333","1.999166667","0.860833333","0.293333333","0.246666667","0.306666667","0.20975","0.306319887","0.340634631","0.34730119","0.495630962","0.462678056","0.454598841","0.407597812","",
"Sierra Leone","SLE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","7","7","7.25","9.166666667","10","10","11","12","11.33333333","14.16666667","12.66666667","16.33333333","20","40.5","47.8","54.66666667","27","11.63333333","7.029166667","13.955","9.905","7.123333333","9.501666667","9.245","7.765","9.395833333","9.67","11.16833333","11.7975","11.14","10.7875","10.5925","9.7225","9.466666667","10.31138889","10.39","8.909166667","6.605902778","4.485833333","5.361363636","5.530681818","6.078093434","6.404513889","5.64020202","5.367936508","5.378452381","5.696904762","6.697435897",
"El Salvador","SLV","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.675","1.6375","1.4375","1.35","2.1275","2.6275","2.2275","0.9625","0.7075","1.0825","1.255","1.0725","1.323927762","2.43401408","1.884833333","1.065283333","1.166425","1.014083333","0.772883333","0.61195","0.6216","2.001133333","2.294083333",
"Somalia, Fed. Rep.","SOM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","2","2","2","2","2.458333333","2.5","4","4","4","4","4.041666666","4.5","5.5","7.5","8.5","8.5","14","15.3125","16.25","20.625","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.97","60.86093434","46.06113292","6.3","12.9","24.28396551","16.48907256","15.74016292","15.43905149","18.3232448","12.62","16.12651446","15.38666667","11.20277778","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
