"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific (excluding high income)","EAP","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.83","4.865","4.78","3.9025","3.844166667","3.89","3.89","4.0275","4.375","4.770833333","3.495833333","3.626666667","4.435","4.775833333","4.1625","4.159166667","5.863333333","7.086666667",
"Egypt, Arab Rep.","EGY","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","3","4.666666667","5.875","7","8.333333333","10","11","11","11","11","11","11","11","11.66666667","12","12","12","12","11.83333333","10.91666667","10.54166667","9.835416667","9.3625","9.2175","9.456666667","9.458333333","9.333333333","8.225","7.725","7.225","6.016666667","6.1","6.583333333","6.491666667","6.233333333","6.741666667","7.641666667","7.683333333","6.916666667","6.908333333","7.858333333","12.09166667","12.31666667","10.95","7.783333333","7.4","8.425","12.65","19.15833333",
"Euro area","EMU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","2.875","11.5","11.5","11.4583333333333","9.41666666666667","7","6","6","6","6","3.79380040126983","3.35000560031141","3.38077987253135","3.46349254112218","3.56109020897557","4.11155925190878","4.67519307126727","","","","","","","","","","","","","","","","",
"European Union","EUU","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.756666667","7.6325","7.145","6.7725","6.206666667","5.5625","4.534166667","3.3575","3.115","2.685","2.29","1.910908324","1.72211713","1.826740944","5.557283683","7.044733652","2.753649662","4.91284765","5.414825028","3.746872168","1.697696991","1.112000265","1.169001513","2.458025307","2.771957133","3.250543636","3.444878337","4.677638574","2.894852856","2.577054048","1.546115246","1.203732946","1.673322806",
"France","FRA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","3","3","3","3.791666667","4.125","4.25","4.25","4.25","6.25","7.5","6.5","6.5","6.5","6.5","7.25","7.75","8.5","8.083333333","7.083333333","6.25","5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","3.666666667","3.5","3.208333333","2.6875","2.625","3","3","2.6875","2.25","2.145833333","2.4375","2.854166667","3.666666667","1.916666667","1.458333333","2.083333333","2.25","1.596666667","1.145833333","0.895833333","0.7575","0.791666667","","","","","","","",
"Faroe Islands","FRO","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33","4.57583333333333","4.21","3.97833333333333","3.72","4.58583333333333","3.17333333333333","1.47083333333333","1.02166666666667","1.01791666666667","1.62333333333333","2.035","2.535","2.46666666666667","1.28583333333333","0.910833333333333","0.589166666666667","0.415833333333333","0.38","0.38","0.38","0.38","0.47","0.44","0.31","0.07","0.04","","","",
"Gabon","GAB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.5","7.5","7.75","8.083333333","5.5","5.458333333","5","5","5","5","5","5","5","5","4.916666667","4.333333333","4.25","3.75","3.25","3.25","3.25","3.25","3.208333333","2.6","2.45","2.45","2.45","","","","","","","",
"United Kingdom","GBR","Deposit interest rate (%)","FR.INR.DPST","3.375","4.04166666666667","2.79166666666667","2","3.25","4.41666666666667","4.5","4.20833333333333","5.41666666666667","5.91666666666667","5.20833333333333","3.83333333333333","4.14583333333333","8.02083333333333","9.5","7.08333333333333","7.54166666666667","4.89583333333333","6.08333333333333","11.7083333333333","14.125","10.6666666666667","12.4216666666667","11.1925","7.27166666666666","11.7925","9.85166666666666","8.56916666666667","8.54583333333333","11.505","12.5441666666667","10.28","7.46166666666667","3.97","3.65666666666667","4.10916666666667","3.045","3.63166666666667","4.48333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.15564408","14.70505766","16.28912548","9.083333333","5.333333333","4","4.829692729","5.889564139","8.82981613","7.074614086","7.482497111","10.13193645","10.19425252","11.23927392","10.81032344","10.06215155","11.53779736","10.70552012","9.726617269","8.425679978","8.910206891","9.93868143","9.652524006","8.8326","8.706875","10.22220833","10.31173333","11.63690833","11.587775","10.55324167",
"Ghana","GHA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","11.5","11.5","11.5","11.5","11.5","11.5","15","15.75","17","17.58333333","16.5","15.5","","21.32333333","16.32333333","23.62916667","23.14666667","28.73416667","34.4975","35.75916667","32.04916667","23.5625","28.60416667","30.85416667","16.20833333","14.32333333","13.625","10.1625","8.885416667","8.895833333","11.285","17.06416667","12.87833333","8.908333333","10.05","12.35","12.90416667","13.33916667","13.04166667","14.0625","12.08333333","11.5","11.5","11.5","12.05208333","11.41666667","",
"Gibraltar","GIB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","16.83333333","19.5","21","22","23","19.75","18","17.5","17","15.66666667","6.375","5.666666667","7.5","8.025","7.4","6.5","8.85","14.35","17.5","17.5","17.5","17.5","3.111111111","4.438888889","4.41","3.9475","3.67","3.910833333","3.840833333","3.819166667","3.105","3.289166667","3.3275","3.325","","","",
"Gambia, The","GMB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","10.5","9.75","16.125","15.75","15","12.91666667","11.33333333","12.70833333","13.83333333","13","12.58333333","12.5","12.5","12.5","12.5","12.5","12.5","12.5","12.70833333","16.41666667","22","17.33333333","12.66666667","12.89166667","12.86666667","15.5","14.625","11.75","11.5","13.43583333","16.51083333","","","15.775","9","8.105","6.841666667","4.833333333","4.833333333","7.7375","",
"Guinea-Bissau","GNB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6075","7.821666667","7.813333333","8.124166667","8.579166667","8.386666667","8.500833333","7.9925","7.654166667","7.258333333","6.998333333","6.925","","","","","","","","",
"Equatorial Guinea","GNQ","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.5","7.5","7.75","8.083333333","5.5","5.458333333","5","5","5","5","5","5","5","5","4.916666667","4.333333333","4.25","3.75","3.25","3.25","3.25","3.25","3.208333333","2.6","2.45","2.45","2.45","","","","","","","",
"Greece","GRC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","2.187691509","3.078973234","3.646152514","3.646152514","2.815639997","3.058716832","2.957434817","2.754870789","3.40307568","3.744676608","3.674660036","3.88049029","3.612199975","3.670683193","3.738258232","3.928270417","4.15535816","4.302759766","4.235172496","4.227666368","3.592563837","3.3870178","3.32186924","2.867415769","2.951852049","3.12584593","3.22884066","3.273379996","3.079152915","3.112427855","2.858128653","2.640459829","2.399541306","1.827666667","1.54","1.4475","1.385335167","1.338253333","1.167573167","1.17161875","0.890565","0.898937","0.953509",
"Greenland","GRL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8275","5.443333333","7.961666667","10.17083333","8.754166667","6.915","4.7825","4.19","4.349166667","4.503333333","4.763333333","5.079166667","5.576666667","5.4525","5.244166667","5.293333333","5.451666667","5.4775","5.465833333","5.475","5.37","5.1725","5.008333333","4.628333333","4.1375","3.906666667","4.2075","4.934166667",
"Guam","GUM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","11","11.58333333","12","12","12","12","11.08333333","12","15.8075","29.175","29.52916667","22.50916667","12.2575","11.4175","12.9","10.48833333","8.564166667","8.1","9.075","8.708333333","7.631964286","4.526666667","3.182857143","2.683194444","2.58875","2.535763889","2.473333333","2.373541667","2.323908333","2.268083333","1.940966667","1.523125","1.133680556","1.072916667","1.114583333","1.166666667","1.05","0.994444444","0.878472222","0.847222222","0.795138889","0.775","0.775","0.775",
"High income","HIC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54","5.6275","4.643333333","5.977591667","6.621666667","4.499166667","4.800833333","2.3775","0.345","0.0666666666666667","0.025","1.260833333","2.7","2.423333333","0.448333333","0.0108333333333333","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.0441666666666667","0.138333333","0.0583333333333333","0.02","0.0516666666666667","0.49","0.534166667",
"Honduras","HND","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","9.925","9.7","9.616666667","8.625","8.575","8.775","11.45","12.34166667","11.6","11.55833333","11.96666667","16.7","21.28333333","18.5825","19.96583333","15.93416667","14.47666667","13.74468105","11.48380223","11.0947345","10.8975","9.331666667","7.783333333","9.490833333","10.81666667","9.813689167","8.1821625","8.934915","11.64742833","10.82267833","9.700419167","8.644205833","8.254491667","8.298333333","8.418333333","8.13","5.804038083","4.275925","5.935278333","8.909825",
"Heavily indebted poor countries (HIPC)","HPC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","434.4669905","379.3127816","6.519498267","5.524684783","5.585","4.296666667","4.620833333","4.310833333","3.741666667","3.229166667","1.889166667","1.526666667","1.873333333","1.714166667","1.715","2.335833333","2.82","3.203333333","1.7575","1.6975","1.881666667","1.520833333","1.353333333","","","","","","","","","","",
"Haiti","HTI","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.616666667","7.808333333","5.916666667","2.304583333","1.131666667","0.735833333","0.281666667","0.454166667","0.683333333","2.614166667","4.285833333","5.635","5.409166667","6.131666667","7.888333333","5.3675","4.939166667","3.048333333","4.695833333","",
"Hungary","HUN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.70694194","29.21534317","23.45073723","15.03601383","19.51158984","24.76678363","20.63042285","17.65546367","15.4086976","12.64901237","9.19147846","8.984390991","7.320271786","7.077818021","10.50384347","6.410233289","6.03297148","7.230347912","8.056336582","8.139442158","4.926409221","5.490114029","6.273924696","3.770748274","1.777462585","1.112503296","0.580953227","0.120096356","0.06432243","0.104764136","0.467145775","1.014047975","8.363676835","13.11756658","6.180480777",
"IBRD only","IBD","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.53083333","23.31666667","19.6025","14.5475","12.53333333","16.7175","17.25583333","20.01416667","39.06666667","25.7375","12.50333333","15.48166667","15.5025","10.59","6.443333333","8.079166667","11.41083333","7.975833333","8.4925","9.278333333","7.016666667","6.930833333","5.946666667","6.264166667","8.7525","8.336666667","7.165893568","6.518333333","6.129166667","6.688333333","5.504166667","3.665833333","3.21","4.634166667","5.42627869",
"IDA only","IDX","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.675","11.7","11.777","11.56","11.6014212321463","13.3048512276057","13.14","11.94","11.1615765030269","14.8118430175014","14.7627730560652","16.9421072305273","16.3","12.8","","","","","","","","",
"Iraq","IRQ","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.558333333","6.616666667","10.43","10.54","7.819166667","6.0575","5.9125","5.874166667","5.746666667","5.158333333","4.856666667","","","","","","","","","",
"Iceland","ISL","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.321097208","0.79768238","0.457126364","0.483866165","0.519110928","0.562406321","0.649679924","0.548620954","0.442195922","0.4355959","","",
"Italy","ITA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","6.729941561","8.320350636","9.575936748","10.59714679","10.75618769","13.6607769","15.92920248","19.66247851","18.84216226","15.71156755","15.87060846","16.02127879","23.98169474","24.77689928","33.77526641","27.71497078","36.57354933","23.3103747","25.1675","13.86833333","16.4025","14.11666667","14.66302457","13.31763437","11.50883418","11.79425211","10.75106841","9.815281806","9.256432455","8.886668566","9.123407534","9.673565209","6.442038796","4.279065868","3.751009463","3.695703417","4.522480064","3.894651964","3.555828023","3.710695029","3.016907299","2.551225438","2.458445864","2.585321663","4.058333333","5.816666667","6.23199317",
"Jordan","JOR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0925","7.6825","8.5025","9.110833333","8.205833333","8.304166667","6.968333333","5.805","4.425833333","3.143333333","2.491666667","2.9125","4.620833333","5.446666667","5.460833333","4.944166667","3.5275","3.395","3.771666667","4.8475","4.519166667","3.499166667","3.026666667","3.433333333","4.378333333","4.934166667","4.075","3.436666667","3.829166667","5.581111111","6.035",
"Japan","JPN","Deposit interest rate (%)","FR.INR.DPST","6.718584615","6.367030769","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.249846154","6.054538462","6.249846154","8.333128205","8.333128205","7.031076923","5.989435897","4.199115385","5.175653846","8.593538462","6.933423077","5.859230769","5.859230769","5.468615385","5.468615385","3.619702564","2.749932308","2.749932308","3.078049231","5.562363077","5.986415128","3.350583333","2.144","1.698416667","0.9015","0.3005","0.301333333","0.265916667","0.11675","0.0704166666666667","0.0570833333333333","0.0355833333333333","0.0425","0.08025","0.271083333","0.68275","0.808166667","0.58875","0.434916667","0.500083333","0.461583333","0.478","0.542166667","0.41525","0.40625","0.300416667","0.320666667","","","","","","","",
"Kazakhstan","KAZ","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","4.315","5.129999999","5.129999999","5.129999999","5.129999999","5.129999999","5.753333333","8.846666667","12.1975","13.27","11.77083333","11.25","11.25","10.3125","10.33333333","12","13.66666667","14.5","","","15.72","13.5975","17.59083333","16.72166667","18.40083333","9.550833333","8.100833333","6.639166667","5.486666667","4.133333333","2.433333333","5.0825","5.138702951","5.162251046","5.302130634","5.96701675","4.557366667","5.628563398","11.57214466","8.641769671","8.373379608","9.188945211","8.688625573","7.674123258","8.292700217","7.506070306","6.968703291","6.686973788","7.145175502","9.167690176","",
"Kyrgyz Republic","KGZ","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.70593148","28.98187503","35.37008787","27.37889848","14.45166349","8.087168318","4.118788752","2.519632676","1.954728601","1.970908143","1.878892377","2.152708158","2.452329373","2.812542975","1.963203562","2.200567203","2.315941087","2.332409928","2.490388306","2.458368641","2.42149746","2.753195738","2.419630098","1.543819168","1.368000959","1.288293098","1.402618553","1.299111145","1.672852636",
"Cambodia","KHM","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.388888889","8.708333333","8.8","8.033333333","7.8","7.333333333","6.83","4.361666667","2.491666667","2.016666667","1.791666667","1.916666667","1.841666667","1.9046875","1.905208333","1.663333333","1.264591667","1.3380375","1.333796296","1.343402778","1.41875","1.418770833","1.436991667","1.525223214","1.376111111","1.435277778","1.488333333","1.398240741","1.496005051","1.511590909","1.524969697",
"Kiribati","KIR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","3.774869012","3.774869012","3.774869012","4.08944143","4.08944143","4.115655798","4.08944143","4.141870166","4.718586265","4.666157529","4.718586265","4.524062617","4.347722776","4.392103502","3.991422682","4.521621619","4.265989911","4.269379569","4.218303455","4.313628909","4.322322098","4.226800433","4.010621058","4.492767062","4.543738942","4.509661932","4.561139259","4.595707192","4.549304601","4.59065451","4.593379404","4.465355665","4.274618507","3.736245864","3.183687739","2.723","2.5","2.2675","2.076766833","2.009266167","2.224237667","2.255278","2.0531835","1.999894","2.09629025",
"Korea, Rep.","KOR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.10666667","10.805","13.2875","7.9475","7.938333333","5.7925","4.948333333","4.250833333","3.874166667","3.721666667","4.503333333","5.174166667","5.870833333","3.4825","3.856666667","4.1525","3.700833333","2.890833333","2.535833333","1.809166667","1.5575","1.67","2.025833333","1.8525","1.160833333","1.196666667","3.121666667","3.844166667","3.481666667",
"Kuwait","KWT","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","4.5","9.205833333","9.213333333","7.13","7.731666667","7.245833333","6.804166667","5.7325","5.2975","7.4025","7.5","7.313333333","7.591666667","7.0725","5.700833333","6.533333333","6.048333333","5.925","6.318333333","5.764166667","5.890833333","4.474516667","3.151908333","2.417533333","2.654758333","3.468575","4.924458333","5.446641667","4.805675","2.830541667","2.336733333","2.161283333","2.0418","2.020675","2.02425","1.899","1.624425","1.619058333","1.668566667","1.889708333","1.623391667","1.401333333","1.603425","2.498675","2.704575",
"Latin America & Caribbean (excluding high income)","LAC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","23.5","15","13.3333333333333","12","14","16","","17.7883333333333","13.4166666666667","12","6.5","6","6.58333333333333","7.85416666666667","4.75","5","5","4.66666666666667","3.25","3","","","","","","","","","","","","","","",
"Lebanon","LBN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","12.9416666666667","10.0091666666667","11.53","13.2416666666667","16.4166666666667","21.1775","21.9583333333333","17.5375","16.8575","16.7641666666667","17.085","15.56","14.8008333333333","16.3","15.5416666666667","13.3691666666667","13.6066666666667","12.4966666666667","11.21","10.8533333333333","11.0341666666667","8.69333333333333","7.37333333333333","8.14916666666667","7.98333333333333","7.97416666666667","7.70416666666667","7.3175","6.1975","5.88416666666667","5.7725","5.82833333333333","5.91333333333333","5.9775","5.92833333333333","6.2625","7.72333333333333","9.69666666666667","","","","","",
"Liberia","LBR","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","10.3","10.94444444","10.20833333","10.25","9.808333333","9.34","7.25","5.883333333","5.433333333","6.766666667","","5.783333333","7.55","","6.341666667","6.366666667","6.5","6.425","6.219166667","6.251666667","6.180833333","5.943333333","6.245833333","5.286666667","3.839640275","3.433333333","3.444166667","3.768535799","3.995833333","4.108333333","3.541666667","3.033333333","3.5","3.871703933","4.160833333","4.050833333","3.848333333","5.025347222","","","","","","","",
"Libya","LBY","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","3.5","3.5","4","4","4","4","4","4","4","4","4","4","5.125","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","","","","","","3.20833333333333","3","3","3","3","2.08333333333333","2.125","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","","","","","","","","","",
"St. Lucia","LCA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","4.4967648","4.4967648","5.5741147","5.3399082","5.3867495","4.4967648","3.2320497","3.126656775","3.11494645","3.44283555","4.138595694","4.306211589","4.037858179","3.832342784","4.425073403","4.502234394","4.651557698","4.800487923","4.758624988","4.79586774","4.881739953","4.265084387","5.465758165","3.047209981","2.833669052","2.950996086","3.100783694","3.259833505","3.251291552","3.323950586","3.494234067","3.058053834","2.934238185","2.800228129","2.273583333","1.8675","1.6575","1.572378583","1.504332917","1.530992833","1.3925195","1.201402417","1.2313225","1.208627333",
"Latin America & Caribbean","LCN","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
